0.210311	0.180042	0	0.683644	0	0.461727	0	0	0	0.15439	0.588917	0.974316	0	0.771101	0.502662	0	0	0.611156	0.891408	0.471326	0	0	0	0	0	0.726491	0	0	0.591541	0.49718	0.464377	0.607214	0.46087	0.349289	0	0.763528	0	0.526215	0	0	0.798173	0.796915	0.444174	0.273676	0.295385	0.292684	0	0	0	0.403886	0.348152	0.0738292	0.875973	0.203437	0.0933192	0.310964	0.20668	0.637846	0	0	0	0	0.302759	0.0931276	0.351522	0.150085	0	0	0.726748	0	0.488468	0.886325	0.415032	0	0.0519262	0	0.299279	0.0785592	0.834146	0.0144861	0.546483	0	0	0	0.19334	0	0	0.715619	0	0.0262893	0	0	0	0.395752	0	0.468766	0	0	0	0.420904	0.243383	0.11364	0.919917	0	0	0	0	0	0.697097	0	0	0.715834	0.594895	0	0	0.488646	0	0.273838	0.0780743	0	0.460267	0.530066	0.920741	0.66605	0	0	0.22223	0	0.607713	0.763693	0.419551	0.840517	0.110798	0.351797	0.816614	0	0.893891	0	0	0	0	0.249305	0	0	0	0	0.24947	0	0.509178	0.86574	0	0.804133	0	0	0	0	0.27183	0.50983	0	0.382963	0.3027	0.714784	0.861927	0.832231	0.0573943	0	0	0	0	0.977046	0	0.730757	0	0	0.210291	0.90088	0	0	0	0.681423	0.464043	0.673785	0	0	0.469364	0.666659	0.153814	0	0	0.148495	0.961795	0	0.924723	0	0	0.876255	0	0.800248	0	0.488629	
0.180042	0.460293	0	0.407077	0	0	0	0.400704	0	0.126576	0	0.24842	0.925425	0	0	0.647772	0	0.00558112	0.550748	0.186388	0.409753	0.324061	0	0	0.329922	0	0.0501866	0.311962	0	0.144537	0.599319	0	0	0	0	0	0.729369	0.503567	0.48228	0.725085	0	0.338065	0.479715	0	0.236767	0	0.0297593	0.450863	0	0.242617	0	0.185451	0.482844	0	0.324255	0	0	0.0539514	0	0.263971	0	0.654073	0	0.830077	0	0.319328	0	0.69636	0.331396	0	0	0	0	0.333537	0.218904	0.580233	0	0.761804	0.287838	0	0.741576	0.263971	0.357063	0.259901	0	0	0	0.358093	0.67708	0.0490157	0.519827	0	0.389966	0	0.0767537	0	0.871682	0	0	0.0558453	0	0	0.250317	0.258728	0.204929	0	0	0.439927	0.640014	0.284289	0	0	0.29835	0.678768	0.656453	0.94958	0.443854	0.773955	0.661871	0	0.636139	0.432611	0	0	0	0.753581	0.792816	0.746817	0	0	0	0.87262	0	0.586031	0	0.981281	0	0.773056	0	0.994691	0	0.392488	0	0.291712	0.60529	0.562823	0.247433	0	0	0.154965	0.290202	0.485654	0.0193326	0	0.208526	0.34731	0.896337	0.141796	0	0.638683	0.411535	0	0.591133	0.153068	0	0	0.208461	0	0.829009	0.863452	0	0	0	0.7392	0.251051	0.0988703	0	0.876352	0	0.820633	0	0.653213	0	0	0.227112	0.187987	0.106941	0.738778	0.662776	0	0	0.552264	0.954576	0	0	0	0.388231	0.814564	0	0	
0	0	0.0266708	0.623253	0.557949	0	0.328269	0	0.851833	0.277368	0.0108256	0.434377	0.094647	0	0.350296	0	0	0.101772	0.877759	0	0	0	0	0.186602	0.0061545	0.109222	0	0	0	0.696449	0	0	0.743786	0	0.338063	0.197982	0	0.304984	0.276481	0	0	0	0	0	0.648101	0	0	0	0.420238	0	0	0.921146	0	0.474327	0	0	0	0.893074	0.835028	0.997179	0	0.779925	0.0728839	0.291474	0	0	0.129619	0	0.195162	0.981568	0.744214	0	0.0902423	0	0.0012335	0.686159	0.16304	0.928965	0.0215954	0.141816	0	0.102241	0.884416	0.655711	0	0.019762	0	0	0	0	0	0.545192	0.342686	0.462884	0.238306	0	0.639647	0.984564	0.279848	0	0.846598	0.951755	0	0.794512	0	0.337782	0.900278	0.678423	0.780105	0	0.948985	0.836511	0.217953	0.321093	0	0.429871	0.742746	0	0.679574	0.664494	0.201222	0	0.289184	0.92726	0	0.337372	0.600567	0.908637	0.659129	0.032251	0.320603	0.696358	0	0.121452	0	0.20877	0.363585	0.824149	0	0.138998	0.218232	0.614671	0.0996423	0.516195	0.619506	0.166143	0	0.103815	0.260245	0.799062	0	0	0.809383	0.902925	0.0642851	0	0.312513	0	0	0	0.159144	0.281589	0	0.111305	0.00678194	0	0	0	0.748428	0	0	0.495872	0.345372	0.988482	0	0	0.825453	0	0	0.737941	0.0643412	0	0.31072	0	0	0.934871	0.600407	0.571291	0.78168	0.357889	0.111533	0	0.591954	0	0.579329	0.985633	0.870371	0	0.706827	0	
0.683644	0.407077	0.623253	0.689776	0	0.0511659	0	0.24297	0	0.0502909	0	0	0	0.342722	0.981003	0	0	0.54544	0	0	0	0.102863	0	0	0	0.0675727	0.287602	0.410448	0.668775	0.237511	0.110235	0.488974	0.795407	0.806067	0	0	0	0.0985773	0.377848	0	0	0	0.602759	0	0.517978	0	0	0	0	0.709437	0.0945979	0	0.781475	0.909095	0.320027	0	0.207631	0.589614	0	0	0	0.382065	0.299012	0.66028	0	0	0.0355206	0	0	0	0	0	0.758373	0	0	0	0.607553	0	0	0.173069	0	0.317562	0	0	0.51738	0	0	0.102561	0.995338	0	0.0251801	0	0	0.707609	0	0.864033	0	0.0805673	0.0811023	0	0.0433081	0.299471	0.491156	0	0.758308	0	0	0.446596	0.532398	0	0.486799	0	0	0.501421	0.165891	0	0.501665	0.360656	0	0	0.664437	0.880722	0.0232739	0	0.744352	0.430937	0.416771	0	0	0	0.550581	0.907355	0.883424	0	0	0	0.0943069	0	0.332398	0	0	0	0	0.181326	0.78059	0.946587	0	0.657438	0.100849	0.282743	0.388038	0.129443	0.289225	0.862107	0	0.0730869	0.402905	0.194608	0.340377	0	0.417485	0	0.192238	0	0.292927	0	0.239157	0.702138	0.793923	0	0	0	0	0	0	0.239713	0.114139	0.959483	0.406914	0	0.305462	0	0.783538	0	0	0.154915	0.833439	0.555508	0.926535	0	0	0	0	0.790544	0.837382	0.443872	0	0.767509	0.995819	0.330128	
0	0	0.557949	0	0.436587	0	0.7024	0.304441	0	0	0	0.546103	0	0.24651	0	0	0.886355	0.960825	0	0.282104	0	0.222881	0	0.8561	0	0	0	0.395609	0	0.512337	0.224525	0	0	0	0.428975	0	0	0.270025	0.579212	0.418441	0	0.612687	0.997736	0.34903	0.91103	0.954512	0	0.550427	0.433575	0	0.596336	0.318532	0.0791452	0.201253	0.576636	0	0	0.821482	0	0	0.898172	0	0	0.0653404	0.463311	0	0	0	0.69594	0	0.398396	0.258226	0.104461	0	0	0.492587	0	0.652236	0.207381	0	0	0.9917	0.576148	0	0	0.678073	0.778498	0.428478	0.116443	0	0	0.654801	0.673312	0	0.588746	0.219527	0.745055	0	0.288702	0	0	0	0.64087	0	0	0.0208513	0	0	0	0	0.503676	0.360412	0	0.938041	0.65234	0	0	0	0.605344	0	0.0504005	0.638924	0.845924	0	0.702657	0	0	0.700301	0	0	0	0.860949	0.663187	0.379662	0	0	0	0.0629256	0	0.712123	0.467479	0.52352	0	0.416872	0.363489	0	0.626921	0	0.434676	0.106238	0	0.687598	0	0	0	0	0.54033	0	0	0.226851	0	0.398779	0	0	0	0.979004	0	0	0.563026	0.975671	0.728322	0.289514	0.605621	0	0	0	0	0.338433	0.237944	0.996445	0.0191528	0	0	0	0.788971	0.585536	0	0	0.794922	0	0	0	0.106631	0	0.632369	0.489738	0.811451	0	0	0	
0.461727	0	0	0.0511659	0	0.823866	0	0.448093	0.0747635	0	0	0	0	0	0	0	0	0.830614	0.878185	0	0.126663	0	0.261036	0.513268	0	0	0	0.97191	0.715931	0	0	0	0	0	0.0950476	0.248146	0	0.702614	0.5319	0.166641	0.38221	0	0	0.263348	0	0.801761	0.430297	0.670861	0.532527	0	0	0	0	0.982859	0	0	0	0	0	0.700229	0	0	0	0.936821	0.270471	0.576272	0	0.0714181	0.0801862	0.840161	0.413825	0.0977537	0	0	0	0	0	0.180845	0	0.304768	0.995631	0.876305	0.520386	0.688177	0.885283	0	0.0275075	0	0	0	0.648252	0.378974	0	0.466254	0	0.571033	0.0952809	0.834036	0.967821	0	0	0.827068	0.620111	0.473274	0	0	0.156003	0.278742	0	0.398367	0.258839	0.882505	0.771974	0.539014	0.731492	0.543676	0	0	0	0	0.754208	0	0.442453	0.961427	0	0	0.183745	0.8787	0.249231	0	0.429419	0.285112	0	0	0.744796	0.529509	0.308906	0	0.559837	0	0	0.360529	0.415146	0	0.237429	0.90568	0	0	0.153432	0.305143	0.150021	0	0	0	0.64977	0	0.106753	0.288782	0.758558	0	0.255251	0	0.738856	0	0.358183	0.215515	0	0.805918	0.388728	0.538927	0.895837	0.590064	0.564949	0.231142	0.374227	0	0.101946	0.139091	0	0.644644	0	0	0.727294	0	0.980139	0	0	0	0.0237464	0	0.101722	0.954249	0.187866	0.787088	0.00938536	0	0	0.493485	0.838303	0.479508	
0	0	0.328269	0	0.7024	0	0.481342	0.0928748	0.46853	0.909019	0	0	0	0.90855	0.023689	0.417147	0.0625071	0	0.544138	0	0.878274	0.699009	0.289583	0	0	0.0790503	0	0.70206	0	0.509416	0.10912	0.486898	0	0	0.441623	0	0.85588	0	0.045453	0.614405	0	0.382174	0.117415	0.548886	0.606873	0.0554707	0.16418	0	0	0.469733	0.399026	0	0.621011	0	0.532357	0.554256	0.875211	0	0.347252	0.659038	0	0.454115	0.787626	0.0241684	0.126025	0	0	0.694618	0	0.524974	0	0	0.820471	0	0.89948	0.459491	0.109084	0.934406	0	0.634571	0.599296	0.080846	0.961183	0.411232	0	0.600004	0	0.712634	0	0.168968	0.100422	0.789374	0.809947	0.319643	0	0	0.637809	0	0	0.0903729	0.898069	0.306721	0.621821	0	0	0	0.738178	0	0.414607	0	0.920122	0	0.647558	0.250871	0.489269	0	0.169467	0.0937553	0.853348	0.637323	0.32243	0.950262	0	0.014676	0.476376	0.868318	0	0.602805	0.764087	0	0	0.591483	0	0.055088	0.225262	0.00212297	0.668433	0	0.572106	0.156552	0	0.998309	0	0	0.774251	0.951342	0.213053	0.540555	0	0.169124	0.246015	0.725753	0	0	0.665046	0.256189	0	0.283518	0	0.162767	0	0	0.46611	0.625777	0	0	0	0.906438	0	0	0	0.250747	0	0	0.0338434	0.262978	0	0	0.863896	0.843928	0	0.872936	0.397421	0.473148	0.104579	0.189215	0.193854	0	0.817431	0	0	0	0	0	0.36307	0	0.297143	0	0	0.874534	
0	0.400704	0	0.24297	0.304441	0.448093	0.0928748	0.768604	0	0	0	0.59977	0.979099	0	0.258113	0.786938	0.358428	0.0840167	0	0	0.88754	0.254178	0	0	0	0.900531	0	0	0.713529	0	0.447952	0	0.328716	0	0	0.268851	0.627787	0.553815	0	0	0.933066	0.178848	0.623407	0	0	0.859702	0.318752	0.231976	0	0	0	0.624657	0.168105	0.169029	0	0.0267229	0.78048	0	0	0	0	0	0	0.322431	0.931651	0.555165	0	0.857246	0.824529	0.667556	0	0	0.804248	0.656247	0.0244082	0.587142	0.371506	0	0	0.411971	0.49187	0	0	0.0361574	0.466052	0.00235159	0	0.0417138	0.516586	0	0	0	0	0	0.617002	0.164182	0.578033	0.28037	0.298809	0.357071	0.435666	0.675742	0.136633	0	0.176652	0	0.299721	0.594769	0.761375	0.632878	0	0.0353025	0	0.362162	0.2695	0.106605	0.996269	0	0	0.987746	0.446946	0	0.281675	0	0.152785	0	0	0.592343	0.886228	0	0	0	0.128027	0.0313804	0.285054	0.116035	0.817891	0	0.250855	0.915556	0	0	0	0	0.759675	0.225685	0.89831	0.932535	0.22342	0	0	0.220342	0.673299	0.870002	0.818786	0	0	0.904705	0	0.94893	0	0	0.394113	0	0.874315	0	0	0	0.799938	0.393736	0.951425	0	0	0	0	0.936962	0	0	0.298613	0	0	0	0.436896	0	0	0	0.710408	0.162522	0	0.815443	0	0.309821	0.16865	0	0.681109	0	0.187764	0	0.934055	0.784348	
0	0	0.851833	0	0	0.0747635	0.46853	0	0.947389	0	0.200245	0.599083	0	0.346495	0.948874	0	0.246277	0.404018	0	0	0.930378	0	0.0410324	0	0	0	0	0	0	0.436649	0	0.293826	0	0.574165	0.0319395	0	0.341586	0.864513	0	0.390559	0.432546	0	0.200047	0	0.0928085	0.453913	0	0	0.137792	0.00611432	0.241971	0.558536	0	0	0.223009	0.0442791	0.86774	0.70954	0.764177	0.950439	0.344714	0	0.87381	0.38478	0.548458	0.594865	0	0	0	0.824297	0.535121	0.547715	0.333556	0	0.496543	0	0.854683	0.444532	0.265644	0	0.969545	0.93394	0	0.962675	0	0.389834	0	0	0.547636	0.683065	0	0	0.248611	0.27501	0.517056	0	0.0279577	0.239517	0	0.940613	0.353534	0	0	0	0.53397	0.044314	0.671173	0	0.073567	0	0	0.607535	0.047099	0	0.750873	0	0	0	0.411822	0	0.981322	0.64831	0	0.72767	0.454933	0.857321	0	0.183567	0.991843	0	0	0.33633	0.75946	0.608729	0	0	0	0	0	0.146041	0	0.548864	0	0	0	0.326305	0	0	0.101238	0.0287861	0.601629	0	0	0.694551	0.475574	0.958757	0	0.769213	0	0.729047	0.989038	0	0	0.736754	0.713678	0	0	0	0	0.174611	0	0.442685	0.35541	0	0	0.906923	0	0	0	0	0.574649	0	0	0.308349	0.459945	0.560569	0.833725	0.362035	0.815444	0.770778	0.323952	0.0843928	0	0	0.461684	0.171488	0.673959	0.978104	0.595226	0	
0.15439	0.126576	0.277368	0.0502909	0	0	0.909019	0	0	0.910698	0.134387	0.846516	0.0194918	0	0.131036	0.125108	0	0	0.203075	0	0.223276	0	0	0	0	0.871179	0	0	0.449137	0	0	0	0	0.635074	0	0.534532	0.692017	0	0.99039	0	0	0.430636	0	0	0.717347	0.549874	0	0	0.980057	0	0.312218	0.0537378	0	0	0	0	0.131447	0	0	0	0.636874	0	0.292565	0	0.960382	0	0	0.632496	0.269923	0	0.421916	0.949407	0.0949502	0	0	0.902234	0.526504	0.194648	0	0.592554	0	0	0.733952	0.220472	0	0.174861	0.41701	0	0.105141	0.0509345	0	0	0	0.314113	0	0	0.637554	0.348766	0	0.56667	0	0	0.398962	0.492267	0	0	0.283917	0.709187	0	0	0	0	0.313912	0.58503	0	0.71828	0.273939	0.944647	0.683185	0	0.0877888	0	0	0.676952	0.279534	0	0.0574922	0.596159	0.63105	0.828435	0	0.0910057	0	0.782153	0.582473	0	0.557239	0.274297	0	0.0362764	0.680482	0	0.669372	0.724657	0	0	0	0.848988	0.353102	0	0.0654646	0.0587814	0.360766	0	0.273215	0.258051	0.306907	0	0	0	0	0.432597	0.315524	0	0	0	0.306071	0.876919	0	0.966589	0.345221	0.129933	0.558022	0	0	0.217436	0	0	0	0	0	0.0729984	0.893394	0.579796	0	0	0	0	0	0	0	0.621706	0	0	0.525206	0	0.398162	0.630844	0.356089	0	
